code,name,description,refreshed_at,from_date,to_date
CLQ2018,"Crude Oil Futures, August 2018, CLQ2018, MCX","Historical MCX Futures Prices: Crude Oil Futures, August 2018, CLQ2018, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",20-08-2018 23:08,19-02-2018,20-08-2018
CLU2014,"Crude Oil Futures, September 2014, CLU2014, MCX","Historical MCX Futures Prices: Crude Oil Futures, September 2014, CLU2014, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-09-2014 16:25,11-04-2014,19-09-2014
CLU2015,"Crude Oil Futures, September 2015, CLU2015, MCX","Historical MCX Futures Prices: Crude Oil Futures, September 2015, CLU2015, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",21-09-2015 11:02,20-03-2015,21-09-2015
CLU2016,"Crude Oil Futures, September 2016, CLU2016, MCX","Historical MCX Futures Prices: Crude Oil Futures, September 2016, CLU2016, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-09-2016 22:02,21-03-2016,19-09-2016
CLU2017,"Crude Oil Futures, September 2017, CLU2017, MCX","Historical MCX Futures Prices: Crude Oil Futures, September 2017, CLU2017, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-09-2017 23:01,21-03-2017,19-09-2017
CLU2018,"Crude Oil Futures, September 2018, CLU2018, MCX","Historical MCX Futures Prices: Crude Oil Futures, September 2018, CLU2018, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-09-2018 23:03,20-03-2018,19-09-2018
CLV2014,"Crude Oil Futures, October 2014, CLV2014, MCX","Historical MCX Futures Prices: Crude Oil Futures, October 2014, CLV2014, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",20-10-2014 16:15,07-05-2014,20-10-2014
CLV2015,"Crude Oil Futures, October 2015, CLV2015, MCX","Historical MCX Futures Prices: Crude Oil Futures, October 2015, CLV2015, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",20-10-2015 11:02,21-04-2015,19-10-2015
CLV2016,"Crude Oil Futures, October 2016, CLV2016, MCX","Historical MCX Futures Prices: Crude Oil Futures, October 2016, CLV2016, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-10-2016 22:07,20-04-2016,19-10-2016
CLV2017,"Crude Oil Futures, October 2017, CLV2017, MCX","Historical MCX Futures Prices: Crude Oil Futures, October 2017, CLV2017, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,20-04-2017,31-10-2017
CLV2018,"Crude Oil Futures, October 2018, CLV2018, MCX","Historical MCX Futures Prices: Crude Oil Futures, October 2018, CLV2018, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-10-2018 23:01,20-04-2018,19-10-2018
CLX2014,"Crude Oil Futures, November 2014, CLX2014, MCX","Historical MCX Futures Prices: Crude Oil Futures, November 2014, CLX2014, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2014 10:36,02-06-2014,19-11-2014
CLX2015,"Crude Oil Futures, November 2015, CLX2015, MCX","Historical MCX Futures Prices: Crude Oil Futures, November 2015, CLX2015, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",20-11-2015 11:02,19-05-2015,19-11-2015
CLX2016,"Crude Oil Futures, November 2016, CLX2016, MCX","Historical MCX Futures Prices: Crude Oil Futures, November 2016, CLX2016, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-12-2016 20:03,20-05-2016,02-12-2016
CLX2017,"Crude Oil Futures, November 2017, CLX2017, MCX","Historical MCX Futures Prices: Crude Oil Futures, November 2017, CLX2017, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,22-05-2017,01-12-2017
CLX2018,"Crude Oil Futures, November 2018, CLX2018, MCX","Historical MCX Futures Prices: Crude Oil Futures, November 2018, CLX2018, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",16-11-2018 23:02,22-05-2018,16-11-2018
CLZ2013,"Crude Oil Futures, December 2013, CLZ2013, MCX","Historical MCX Futures Prices: Crude Oil Futures, December 2013, CLZ2013, Multi Commodity Exchange India. Trading Unit: 100 barrels. Quotation: Rs. per barrel. Tick size: Re. 1.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",08-01-2014 20:58,16-12-2013,18-12-2013
CLZ2014,"Crude Oil Futures, December 2014, CLZ2014, MCX","Historical MCX Futures Prices: Crude Oil Futures, December 2014, CLZ2014, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",18-12-2014 12:15,20-06-2014,18-12-2014
CLZ2015,"Crude Oil Futures, December 2015, CLZ2015, MCX","Historical MCX Futures Prices: Crude Oil Futures, December 2015, CLZ2015, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",21-12-2015 11:02,22-06-2015,18-12-2015
CLZ2016,"Crude Oil Futures, December 2016, CLZ2016, MCX","Historical MCX Futures Prices: Crude Oil Futures, December 2016, CLZ2016, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-12-2016 22:01,21-06-2016,19-12-2016
CLZ2017,"Crude Oil Futures, December 2017, CLZ2017, MCX","Historical MCX Futures Prices: Crude Oil Futures, December 2017, CLZ2017, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,20-06-2017,01-01-2018
CLZ2018,"Crude Oil Futures, December 2018, CLZ2018, MCX","Historical MCX Futures Prices: Crude Oil Futures, December 2018, CLZ2018, Multi Commodity Exchange India. Trading Unit: 25 bales. Quotation: Rs. per bale (of 170 KG). Tick size: Rs.10. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,20-06-2018,19-11-2018
CRDMF2014,"Cardamom Futures, January 2014, CRDMF2014, MCX","Historical MCX Futures Prices: Cardamom Futures, January 2014, CRDMF2014, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG.      Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",15-01-2014 00:55,04-12-2013,14-01-2014
CRDMF2015,"Cardamom Futures, January 2015, CRDMF2015, MCX","Historical MCX Futures Prices: Cardamom Futures, January 2015, CRDMF2015, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",15-01-2015 11:10,01-10-2014,15-01-2015
CRDMF2016,"Cardamom Futures, January 2016, CRDMF2016, MCX","Historical MCX Futures Prices: Cardamom Futures, January 2016, CRDMF2016, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",18-01-2016 11:02,17-08-2015,15-01-2016
CRDMF2017,"Cardamom Futures, January 2017, CRDMF2017, MCX","Historical MCX Futures Prices: Cardamom Futures, January 2017, CRDMF2017, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-02-2017 13:17,16-08-2016,02-02-2017
CRDMF2018,"Cardamom Futures, January 2018, CRDMF2018, MCX","Historical MCX Futures Prices: Cardamom Futures, January 2018, CRDMF2018, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,16-08-2017,23-01-2018
CRDMF2019,"Cardamom Futures, January 2019, CRDMF2019, MCX","Historical MCX Futures Prices: Cardamom Futures, January 2019, CRDMF2019, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,16-08-2018,19-11-2018
CRDMG2014,"Cardamom Futures, February 2014, CRDMG2014, MCX","Historical MCX Futures Prices: Cardamom Futures, February 2014, CRDMG2014, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG.      Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",16-02-2014 09:56,04-12-2013,15-02-2014
CRDMG2015,"Cardamom Futures, February 2015, CRDMG2015, MCX","Historical MCX Futures Prices: Cardamom Futures, February 2015, CRDMG2015, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",13-02-2015 11:11,07-10-2014,13-02-2015
CRDMG2016,"Cardamom Futures, February 2016, CRDMG2016, MCX","Historical MCX Futures Prices: Cardamom Futures, February 2016, CRDMG2016, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",16-02-2016 11:02,16-09-2015,15-02-2016
CRDMG2017,"Cardamom Futures, February 2017, CRDMG2017, MCX","Historical MCX Futures Prices: Cardamom Futures, February 2017, CRDMG2017, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-03-2017 22:01,16-09-2016,01-03-2017
CRDMG2018,"Cardamom Futures, February 2018, CRDMG2018, MCX","Historical MCX Futures Prices: Cardamom Futures, February 2018, CRDMG2018, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",15-02-2018 23:02,18-09-2017,15-02-2018
CRDMG2019,"Cardamom Futures, February 2019, CRDMG2019, MCX","Historical MCX Futures Prices: Cardamom Futures, February 2019, CRDMG2019, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,17-09-2018,19-11-2018
CRDMH2014,"Cardamom Futures, March 2014, CRDMH2014, MCX","Historical MCX Futures Prices: Cardamom Futures, March 2014, CRDMH2014, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG.      Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",16-03-2014 18:14,04-12-2013,15-03-2014
CRDMH2015,"Cardamom Futures, March 2015, CRDMH2015, MCX","Historical MCX Futures Prices: Cardamom Futures, March 2015, CRDMH2015, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",13-03-2015 11:02,16-10-2014,13-03-2015
CRDMH2016,"Cardamom Futures, March 2016, CRDMH2016, MCX","Historical MCX Futures Prices: Cardamom Futures, March 2016, CRDMH2016, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",16-03-2016 11:44,16-10-2015,15-03-2016
CRDMH2017,"Cardamom Futures, March 2017, CRDMH2017, MCX","Historical MCX Futures Prices: Cardamom Futures, March 2017, CRDMH2017, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",15-03-2017 22:02,17-10-2016,15-03-2017
CRDMH2018,"Cardamom Futures, March 2018, CRDMH2018, MCX","Historical MCX Futures Prices: Cardamom Futures, March 2018, CRDMH2018, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",15-03-2018 23:13,17-10-2017,15-03-2018
CRDMH2019,"Cardamom Futures, March 2019, CRDMH2019, MCX","Historical MCX Futures Prices: Cardamom Futures, March 2019, CRDMH2019, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,16-10-2018,19-11-2018
CRDMJ2014,"Cardamom Futures, April 2014, CRDMJ2014, MCX","Historical MCX Futures Prices: Cardamom Futures, April 2014, CRDMJ2014, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG.      Open, High, Low and Close prices are in Indian Rupees. Volume and Prev. Day Open Interest are in Lots.",15-04-2014 18:01,04-12-2013,15-04-2014
CRDMJ2015,"Cardamom Futures, April 2015, CRDMJ2015, MCX","Historical MCX Futures Prices: Cardamom Futures, April 2015, CRDMJ2015, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",15-04-2015 11:03,18-11-2014,15-04-2015
CRDMJ2016,"Cardamom Futures, April 2016, CRDMJ2016, MCX","Historical MCX Futures Prices: Cardamom Futures, April 2016, CRDMJ2016, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",14-04-2016 11:02,16-11-2015,13-04-2016
CRDMJ2017,"Cardamom Futures, April 2017, CRDMJ2017, MCX","Historical MCX Futures Prices: Cardamom Futures, April 2017, CRDMJ2017, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",13-04-2017 23:03,16-11-2016,13-04-2017
CRDMJ2018,"Cardamom Futures, April 2018, CRDMJ2018, MCX","Historical MCX Futures Prices: Cardamom Futures, April 2018, CRDMJ2018, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",14-04-2018 03:41,16-11-2017,13-04-2018
CRDMJ2019,"Cardamom Futures, April 2019, CRDMJ2019, MCX","Historical MCX Futures Prices: Cardamom Futures, April 2019, CRDMJ2019, Multi Commodity Exchange India. Trading Unit: 100 KG. Quotation: Rs. per KG. Tick size: 10 paisa per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,16-11-2018,19-11-2018
